ZIP,POP,AREA_MILE,STATE,COUNTY,POP_DEN,Type
14822,1297,49.463,36,3,26.22162020095829,Rural
14823,3660,77.548,36,101,47.19657502450095,Rural
14824,424,22.674,36,15,18.69983240716239,Rural
14825,781,16.87,36,15,46.29519857735625,Rural
14826,1982,60.833,36,101,32.58100044383805,Rural
14827,98,0.09,36,101,1088.888888888889,Suburban
14830,19965,89.869,36,15,222.15669474457266,Rural
14836,910,29.967,36,3,30.36673674375146,Rural
14837,5653,79.683,36,97,70.94361407075536,Rural
14838,2056,36.034,36,15,57.05722373314092,Rural
14839,819,44.051,36,101,18.592086445256633,Rural
14840,2866,58.853,36,97,48.697602501146925,Rural
14841,599,19.604,36,97,30.55498877780045,Rural
14842,940,16.730999999999998,36,123,56.183133106210036,Rural
14843,12968,100.574,36,3,128.939885059757,Rural
14845,20728,79.822,36,15,259.6777830673248,Rural
14846,824,34.16,36,3,24.12177985948478,Rural
14847,2388,38.973,36,99,61.27318913093681,Rural
14850,66159,125.96,36,109,525.2381708478882,Rural
14853,2864,0.23399999999999999,36,109,12239.31623931624,Urban
14854,28,0.023,36,109,1217.391304347826,Suburban
14855,1083,28.006999999999998,36,101,38.6689042025208,Rural
14856,234,0.377,36,101,620.6896551724138,Rural
14858,1627,36.105,36,101,45.06301066334303,Rural
14859,723,31.160999999999998,36,15,23.202079522480023,Rural
14860,1235,20.988000000000003,36,99,58.843148465789966,Rural
14861,1215,34.21,36,15,35.51593101432329,Rural
14864,1156,12.452,36,15,92.83649212977835,Rural
14865,3005,19.94,36,97,150.70210631895685,Rural
14867,5800,67.072,36,109,86.47423664122137,Rural
14869,1359,20.157,36,97,67.42074713499032,Rural
14870,9938,61.299,36,97,162.12336253446222,Rural
14871,5294,57.175,36,15,92.59291648447748,Rural
14872,769,6.43,36,15,119.59564541213064,Rural
14873,2662,73.887,36,101,36.02798868542504,Rural
14874,255,2.316,36,101,110.1036269430052,Rural
14877,372,42.288999999999994,36,3,8.796613776632222,Rural
14878,603,16.039,36,97,37.595860091028115,Rural
14879,1999,43.111999999999995,36,101,46.36760066802747,Rural
14880,1407,55.075,36,3,25.546981389014977,Rural
14881,287,1.229,36,109,233.52318958502846,Rural
14882,3985,33.227,36,109,119.93258494597768,Rural
14883,3920,72.19800000000001,36,107,54.29513282916424,Rural
14884,223,19.162,36,3,11.637616115228056,Rural
14885,748,42.037,36,101,17.793848276518307,Rural
14886,7269,77.611,36,97,93.65940395047093,Rural
14889,1779,44.95,36,15,39.57730812013348,Rural
14891,4310,52.167,36,97,82.61928038798474,Rural
14892,8299,42.876000000000005,36,15,193.55816773952793,Rural
14893,6,0.023,36,101,260.8695652173913,Rural
14894,1325,11.276,36,15,117.50620787513303,Rural
14895,9446,113.58,36,3,83.16605036097904,Rural
14897,846,25.531999999999996,36,3,33.13488955036817,Rural
14898,1826,58.38,36,101,31.277834874957176,Rural
14901,16334,37.385999999999996,36,15,436.9015139356979,Rural
14903,7143,20.868000000000002,36,15,342.2944220816561,Rural
14904,15782,5.617000000000001,36,15,2809.6848851700192,Suburban
14905,9150,4.166,36,15,2196.351416226596,Suburban
15001,31945,60.04600000000001,42,7,532.0087932585018,Rural
15003,11440,6.529,42,3,1752.1825700719864,Suburban
15004,307,0.313,42,125,980.8306709265175,Rural
15005,9692,15.719000000000001,42,3,616.5786627648068,Rural
15006,330,0.24600000000000002,42,3,1341.4634146341461,Suburban
15007,252,0.33399999999999996,42,3,754.491017964072,Rural
15009,15206,24.538,42,7,619.691906430842,Rural
15010,28545,50.041000000000004,42,7,570.4322455586419,Rural
15012,15957,33.553000000000004,42,51,475.5759544601078,Rural
15014,3155,0.508,42,3,6210.629921259842,Urban
15015,1230,0.9359999999999999,42,3,1314.1025641025642,Suburban
15017,16495,13.045,42,3,1264.4691452663856,Suburban
15018,813,1.8840000000000001,42,3,431.52866242038215,Rural
15019,1620,22.701999999999998,42,125,71.35935159897807,Rural
15020,267,1.32,42,3,202.27272727272725,Rural
15021,7767,91.522,42,125,84.8648412403575,Rural
15022,9977,18.059,42,125,552.4669140040977,Rural
15024,8628,16.729,42,3,515.7510909199593,Rural
15025,16379,16.555999999999997,42,3,989.3090118386085,Rural
15026,3452,33.38,42,3,103.41521869382863,Rural
15027,2141,1.44,42,7,1486.8055555555557,Suburban
15028,166,0.2,42,3,830.0,Rural
15030,1024,1.88,42,3,544.6808510638298,Rural
15031,588,0.465,42,3,1264.516129032258,Suburban
15033,4910,2.229,42,125,2202.781516375056,Suburban
15034,1741,0.968,42,3,1798.5537190082646,Suburban
15035,2111,0.415,42,3,5086.746987951808,Urban
15037,10929,26.456999999999997,42,3,413.0853838303663,Rural
15038,356,0.43700000000000006,42,125,814.645308924485,Rural
15042,8517,16.672,42,7,510.8565259117082,Rural
15043,2104,32.714,42,7,64.31497218316318,Rural
15044,28016,41.343,42,3,677.647969426505,Rural
15045,4444,1.5819999999999999,42,3,2809.1024020227565,Suburban
15046,2607,2.0980000000000003,42,3,1242.612011439466,Suburban
15047,82,0.191,42,3,429.31937172774866,Rural
15049,859,0.431,42,3,1993.0394431554525,Suburban
15050,2550,23.410999999999998,42,7,108.92315578147026,Rural
15051,375,0.835,42,3,449.10179640718565,Rural
15052,3446,17.444000000000003,42,7,197.54643430405866,Rural
15053,164,0.08800000000000001,42,125,1863.6363636363635,Suburban
15054,398,0.131,42,125,3038.1679389312976,Urban
15055,1099,0.675,42,125,1628.148148148148,Suburban
15056,1214,0.9209999999999999,42,3,1318.1324647122694,Suburban
15057,15485,54.675,42,3,283.21902149062646,Rural
15059,4003,14.085,42,7,284.2030528931487,Rural
15060,786,0.32799999999999996,42,125,2396.3414634146343,Suburban
15061,12363,17.979,42,7,687.6355748373102,Rural
15062,7530,3.361,42,129,2240.4046414757513,Suburban
15063,11178,28.447,42,3,392.9412591837452,Rural
15064,252,0.823,42,3,306.1968408262455,Rural
15065,11674,12.38,42,3,942.9725363489499,Rural
15066,12687,21.631999999999998,42,7,586.4922337278107,Rural
15067,2196,2.0380000000000003,42,125,1077.5269872423944,Suburban
15068,38224,45.098,42,3,847.5763891968602,Rural
15071,10583,18.326,42,3,577.4855396704136,Rural
15072,139,0.068,42,129,2044.1176470588234,Suburban
15074,8495,14.974,42,7,567.316682249232,Rural
15075,228,0.024,42,3,9500.0,Urban
15076,884,0.737,42,3,1199.4572591587516,Suburban
15077,143,1.127,42,7,126.88553682342503,Rural
15078,361,0.732,42,125,493.1693989071038,Rural
15081,394,0.321,42,7,1227.4143302180685,Suburban
15082,149,0.313,42,3,476.038338658147,Rural
15083,850,3.6639999999999997,42,129,231.9868995633188,Rural
15084,9798,27.822,42,3,352.1673495794695,Rural
15085,7738,9.519,42,3,812.9005147599538,Rural
15086,318,1.6280000000000001,42,3,195.33169533169533,Rural
15087,220,0.715,42,129,307.6923076923077,Rural
15088,515,0.20199999999999999,42,3,2549.50495049505,Suburban
15089,6154,19.136,42,3,321.5928093645485,Rural
15090,23811,21.125,42,3,1127.1479289940828,Suburban
15101,24506,20.22,42,3,1211.9683481701286,Suburban
15102,29818,10.354000000000001,42,3,2879.8531968321417,Suburban
15104,8839,2.448,42,3,3610.702614379085,Urban
15106,19299,11.165999999999999,42,3,1728.3718430951103,Suburban
15108,42037,39.47,42,3,1065.036736762098,Suburban
15110,5534,1.818,42,3,3044.004400440044,Urban
15112,3168,0.836,42,3,3789.4736842105267,Urban
15116,14426,8.07,42,3,1787.6084262701363,Suburban
15120,18492,4.673,42,3,3957.2009415792854,Urban
15122,19909,12.607999999999999,42,3,1579.0767766497463,Suburban
15126,7392,22.264,42,3,332.0158102766799,Rural
15129,10595,8.054,42,3,1315.4954060094362,Suburban
15131,8265,7.287999999999999,42,3,1134.0559824368827,Suburban
15132,21577,5.646,42,3,3821.6436415161174,Urban
15133,6314,2.978,42,3,2120.214909335124,Suburban
15135,5229,4.198,42,3,1245.593139590281,Suburban
15136,22119,11.124,42,3,1988.403451995685,Suburban
15137,9987,7.735,42,3,1291.1441499676794,Suburban
15139,6420,1.926,42,3,3333.3333333333335,Urban
15140,3259,0.505,42,3,6453.465346534654,Urban
15142,1298,1.454,42,3,892.7097661623109,Rural
15143,20057,36.812,42,3,544.8495055960013,Rural
15144,4124,2.758,42,3,1495.286439448876,Suburban
15145,7150,1.97,42,3,3629.4416243654823,Urban
15146,28238,19.703,42,3,1433.1827640460845,Suburban
15147,17586,10.122,42,3,1737.4036751630113,Suburban
15148,2651,1.117,42,3,2373.3213965980303,Suburban
15201,12805,2.48,42,3,5163.306451612903,Urban
15202,19354,4.397,42,3,4401.637480100068,Urban
15203,10015,1.476,42,3,6785.230352303523,Urban
15204,8554,1.865,42,3,4586.595174262735,Urban
15205,22415,10.305,42,3,2175.1576904415333,Suburban
15206,28954,4.776,42,3,6062.395309882747,Urban
15207,12583,4.795,42,3,2624.191866527633,Suburban
15208,10304,1.609,42,3,6403.977625854568,Urban
15209,12382,4.508,42,3,2746.6725820763086,Suburban
15210,26716,4.64,42,3,5757.758620689656,Urban
15211,10984,1.545,42,3,7109.385113268609,Urban
15212,26331,6.215,42,3,4236.68543845535,Urban
15213,27708,2.13,42,3,13008.450704225354,Urban
15214,14007,4.705,42,3,2977.0456960680126,Suburban
15215,12389,6.153,42,3,2013.4893547862832,Suburban
15216,22889,3.423,42,3,6686.824423020742,Urban
15217,28105,3.807,42,3,7382.453375361177,Urban
15218,13757,2.371,42,3,5802.193167439898,Urban
15219,16010,2.318,42,3,6906.816220880069,Urban
15220,17805,4.939,42,3,3604.9807653371126,Urban
15221,31017,6.147,42,3,5045.876037091264,Urban
15222,4196,0.813,42,3,5161.131611316114,Urban
15223,6837,1.916,42,3,3568.3716075156576,Urban
15224,10791,1.006,42,3,10726.640159045726,Urban
15225,1145,1.531,42,3,747.8772044415415,Rural
15226,13618,2.5340000000000003,42,3,5374.1120757695335,Urban
15227,28786,6.178999999999999,42,3,4658.68263473054,Urban
15228,18135,3.141,42,3,5773.638968481376,Urban
15229,13883,4.044,42,3,3432.987141444115,Urban
15232,11691,0.795,42,3,14705.66037735849,Urban
15233,4406,1.246,42,3,3536.115569823435,Urban
15234,13483,3.1660000000000004,42,3,4258.686039166139,Urban
15235,34136,14.657,42,3,2328.989561301767,Suburban
15236,29493,11.100999999999999,42,3,2656.787676785875,Suburban
15237,42651,24.223000000000003,42,3,1760.7645626057877,Suburban
15238,13329,16.363,42,3,814.5816781763735,Rural
15239,21212,15.987,42,3,1326.8280477888284,Suburban
15241,20523,10.398,42,3,1973.7449509521061,Suburban
15243,13224,3.008,42,3,4396.276595744681,Urban
15260,0,0.081,42,3,0.0,Rural
15290,0,0.04,42,3,0.0,Rural
15301,49395,121.913,42,125,405.1659790178242,Rural
15310,297,18.545,42,59,16.015098409274735,Rural
15311,1479,23.531999999999996,42,125,62.850586435492104,Rural
15312,3690,74.973,42,125,49.217718378616304,Rural
15313,373,0.7020000000000001,42,125,531.3390313390313,Rural
15314,3843,17.304000000000002,42,125,222.08737864077668,Rural
15315,711,1.3230000000000002,42,59,537.4149659863945,Rural
15316,102,0.395,42,59,258.2278481012658,Rural
15317,37420,45.732,42,125,818.2454298959153,Rural
15320,5161,38.830999999999996,42,59,132.90927351858053,Rural
15321,1484,1.088,42,125,1363.970588235294,Suburban
15322,2037,14.200999999999999,42,59,143.44060277445251,Rural
15323,4547,69.123,42,125,65.78128842787494,Rural
15324,525,0.384,42,125,1367.1875,Suburban
15325,542,0.242,42,59,2239.6694214876034,Suburban
15327,1545,19.879,42,59,77.720207253886,Rural
15329,1523,40.521,42,59,37.58544952000197,Rural
15330,5525,45.018,42,125,122.72868630325647,Rural
15331,726,0.762,42,125,952.755905511811,Rural
15332,8051,27.283,42,3,295.09218194480076,Rural
15333,2589,13.788,42,125,187.77197563098346,Rural
15334,170,1.896,42,59,89.66244725738397,Rural
15337,598,31.915,42,59,18.73727087576375,Rural
15338,1644,18.624000000000002,42,59,88.27319587628865,Rural
15340,1359,15.453,42,125,87.94408852649971,Rural
15341,838,49.206,42,59,17.030443441856683,Rural
15342,5070,3.341,42,125,1517.5097276264592,Suburban
15344,1352,14.324000000000002,42,59,94.38704272549566,Rural
15345,1484,19.407,42,59,76.46725408357808,Rural
15346,522,0.9079999999999999,42,59,574.8898678414098,Rural
15347,562,0.595,42,125,944.5378151260504,Rural
15348,402,0.162,42,125,2481.4814814814813,Suburban
15349,1805,38.609,42,59,46.75075759537931,Rural
15350,437,0.053,42,125,8245.283018867925,Urban
15351,664,1.091,42,59,608.6159486709441,Rural
15352,882,49.736999999999995,42,59,17.733277037215757,Rural
15353,64,0.059000000000000004,42,59,1084.7457627118642,Suburban
15357,1664,8.042,42,59,206.91370305894057,Rural
15358,788,0.845,42,125,932.5443786982249,Rural
15359,186,0.142,42,59,1309.8591549295775,Suburban
15360,1702,25.596,42,125,66.49476480700109,Rural
15361,51,0.095,42,125,536.8421052631579,Rural
15362,693,25.885,42,59,26.772261927757388,Rural
15363,597,0.231,42,125,2584.4155844155844,Suburban
15364,750,37.209,42,59,20.156413770861885,Rural
15366,183,0.35600000000000004,42,125,514.0449438202247,Rural
15367,9521,9.205,42,125,1034.3291689299294,Suburban
15368,227,0.191,42,125,1188.4816753926702,Suburban
15370,15001,148.028,42,59,101.33893587699625,Rural
15376,1535,38.4,42,125,39.973958333333336,Rural
15377,784,41.178000000000004,42,59,19.03929282626645,Rural
15378,99,0.055999999999999994,42,125,1767.8571428571431,Suburban
15379,128,0.4,42,125,320.0,Rural
15380,586,38.681999999999995,42,59,15.149164986298539,Rural
15401,31859,58.303000000000004,42,51,546.4384336998096,Rural
15410,1098,10.582,42,51,103.76110376110375,Rural
15411,720,17.497,42,111,41.149911413385155,Rural
15412,424,2.077,42,125,204.1405873856524,Rural
15413,508,0.7390000000000001,42,51,687.4154262516914,Rural
15417,8802,21.848000000000003,42,51,402.8744049798608,Rural
15419,4548,1.733,42,125,2624.350836699365,Suburban
15420,306,0.45899999999999996,42,51,666.6666666666667,Rural
15421,23,0.217,42,51,105.99078341013825,Rural
15422,220,0.09,42,51,2444.4444444444443,Suburban
15423,2450,16.410999999999998,42,125,149.29011029187743,Rural
15424,2187,72.473,42,51,30.176755481351677,Rural
15425,19245,55.718999999999994,42,51,345.3938512895063,Rural
15427,1149,10.454,42,125,109.91008226516165,Rural
15428,2060,20.504,42,51,100.46820132657042,Rural
15429,251,0.31,42,125,809.6774193548387,Rural
15430,348,0.355,42,51,980.2816901408452,Rural
15431,3844,48.873999999999995,42,51,78.6512256005238,Rural
15432,449,0.64,42,125,701.5625,Rural
15433,857,14.36,42,51,59.67966573816156,Rural
15434,299,0.23399999999999999,42,125,1277.7777777777778,Suburban
15435,671,1.0979999999999999,42,51,611.1111111111112,Rural
15436,2520,6.9910000000000005,42,51,360.4634530110141,Rural
15437,2666,69.803,42,51,38.193200865292326,Rural
15438,1920,11.517999999999999,42,51,166.6956068761938,Rural
15440,181,15.169,42,51,11.932230206341881,Rural
15442,1752,15.002,42,51,116.78442874283428,Rural
15443,176,1.6980000000000002,42,51,103.65135453474674,Rural
15444,376,0.632,42,51,594.9367088607595,Rural
15445,2615,21.000999999999998,42,51,124.5178801009476,Rural
15446,237,1.499,42,51,158.1054036024016,Rural
15447,11,0.391,42,51,28.132992327365727,Rural
15448,230,0.958,42,129,240.08350730688937,Rural
15449,492,0.156,42,51,3153.846153846154,Urban
15450,2135,1.5930000000000002,42,51,1340.238543628374,Suburban
15451,1185,10.163,42,51,116.59942930237135,Rural
15454,81,1.291,42,51,62.74206041828041,Rural
15455,606,0.402,42,51,1507.4626865671642,Suburban
15456,2874,7.631,42,51,376.62167474773946,Rural
15458,2409,15.652999999999999,42,51,153.90021082220662,Rural
15459,1527,33.368,42,51,45.76240709661951,Rural
15460,105,0.419,42,51,250.5966587112172,Rural
15461,4258,10.559000000000001,42,51,403.25788426934366,Rural
15462,616,1.412,42,51,436.26062322946177,Rural
15463,0,0.315,42,51,0.0,Rural
15464,1772,45.975,42,51,38.54268624252311,Rural
15466,461,0.42700000000000005,42,51,1079.6252927400467,Suburban
15467,131,1.0,42,51,131.0,Rural
15468,2513,10.043,42,51,250.22403664243754,Rural
15469,2153,33.955,42,51,63.40745103813872,Rural
15470,954,31.546999999999997,42,51,30.24059340032333,Rural
15472,261,0.243,42,51,1074.0740740740741,Suburban
15473,4103,23.31,42,51,176.01887601887603,Rural
15474,1788,7.017,42,51,254.80974775545104,Rural
15475,1255,3.2319999999999998,42,51,388.3044554455446,Rural
15476,69,0.038,42,51,1815.7894736842106,Suburban
15477,794,0.18899999999999997,42,125,4201.058201058202,Urban
15478,6145,62.791000000000004,42,51,97.86434361612332,Rural
15479,2004,21.225,42,129,94.41696113074204,Rural
15480,1701,18.090999999999998,42,51,94.02465314244654,Rural
15482,475,1.155,42,51,411.2554112554112,Rural
15483,398,0.275,42,125,1447.2727272727273,Suburban
15484,157,0.636,42,51,246.85534591194968,Rural
15486,2302,19.524,42,51,117.90616676910469,Rural
15489,353,0.9329999999999999,42,51,378.34941050375136,Rural
15490,638,9.602,42,51,66.44449073109769,Rural
15492,128,0.603,42,51,212.27197346600332,Rural
15501,16370,133.953,42,111,122.20704276873231,Rural
15502,99,5.989,42,111,16.53030556019369,Rural
15510,2468,0.377,42,111,6546.419098143236,Urban
15520,292,0.677,42,111,431.314623338257,Rural
15521,1903,35.586,42,9,53.47608610127578,Rural
15522,11804,187.332,42,9,63.01112463433903,Rural
15530,5307,87.49,42,111,60.65836095553778,Rural
15531,4262,58.988,42,111,72.25198345426189,Rural
15532,229,0.675,42,111,339.25925925925924,Rural
15533,1387,37.248000000000005,42,9,37.236898625429546,Rural
15534,880,48.516000000000005,42,9,18.13834611262264,Rural
15535,1973,157.763,42,9,12.506100923537204,Rural
15536,480,34.001999999999995,42,57,14.116816657843659,Rural
15537,8055,112.046,42,9,71.8901165592703,Rural
15538,796,74.395,42,111,10.699643793265677,Rural
15539,753,1.3769999999999998,42,9,546.8409586056646,Rural
15540,205,35.995,42,111,5.695235449367968,Rural
15541,3630,35.954,42,111,100.96234076876009,Rural
15542,1104,32.731,42,111,33.729491918975896,Rural
15544,179,0.5820000000000001,42,111,307.5601374570446,Rural
15545,2742,49.435,42,9,55.4667745524426,Rural
15546,306,0.7709999999999999,42,111,396.887159533074,Rural
15547,353,0.9059999999999999,42,111,389.6247240618102,Rural
15550,1578,54.246,42,9,29.08970246654131,Rural
15551,841,35.923,42,111,23.41118503465746,Rural
15552,5896,104.39299999999999,42,111,56.47888268370485,Rural
15554,2298,35.663000000000004,42,9,64.43653085831254,Rural
15555,115,0.075,42,111,1533.3333333333335,Suburban
15557,3516,90.77600000000001,42,51,38.73270467965101,Rural
15558,2487,36.341,42,111,68.4351008502793,Rural
15559,1950,46.57,42,9,41.872450075155676,Rural
15560,177,0.133,42,111,1330.827067669173,Suburban
15561,176,0.5720000000000001,42,111,307.6923076923077,Rural
15562,178,1.6230000000000002,42,111,109.67344423906344,Rural
15563,3222,56.766000000000005,42,111,56.759327766620856,Rural
15564,109,1.207,42,111,90.30654515327257,Rural
15601,57917,86.199,42,129,671.8987459251267,Rural
15610,3799,38.57,42,51,98.49624060150376,Rural
15611,779,0.6890000000000001,42,129,1130.6240928882437,Suburban
15612,358,2.5069999999999997,42,129,142.80015955325092,Rural
15613,14354,59.727,42,5,240.32682036599863,Rural
15615,308,0.9840000000000001,42,129,313.0081300813008,Rural
15616,95,0.053,42,129,1792.4528301886794,Suburban
15617,383,0.441,42,129,868.4807256235828,Rural
15618,2557,27.711,42,5,92.27382627837322,Rural
15620,1047,0.956,42,129,1095.1882845188286,Suburban
15621,112,0.006,42,129,18666.666666666668,Urban
15622,1045,32.385999999999996,42,51,32.26702896313222,Rural
15623,656,1.74,42,129,377.01149425287355,Rural
15624,258,0.621,42,129,415.45893719806764,Rural
15625,111,0.586,42,129,189.419795221843,Rural
15626,5179,3.945,42,129,1312.8010139416983,Suburban
15627,6597,28.4,42,129,232.2887323943662,Rural
15628,657,2.572,42,129,255.44323483670294,Rural
15629,866,0.128,42,129,6765.625,Urban
15631,1059,0.7809999999999999,42,51,1355.95390524968,Suburban
15632,9074,27.104,42,129,334.78453364817,Rural
15633,318,0.63,42,129,504.76190476190476,Rural
15634,584,0.151,42,129,3867.5496688741723,Urban
15635,135,0.302,42,129,447.0198675496689,Rural
15636,3836,2.965,42,129,1293.760539629005,Suburban
15637,2045,4.669,42,129,437.99528807025064,Rural
15638,452,0.17800000000000002,42,129,2539.325842696629,Suburban
15639,2256,11.525,42,129,195.74837310195227,Rural
15640,562,0.722,42,129,778.393351800554,Rural
15641,451,0.24,42,129,1879.1666666666667,Suburban
15642,44960,44.24100000000001,42,3,1016.2518930403922,Suburban
15644,18487,22.088,42,129,836.9703006157189,Rural
15646,224,1.4280000000000002,42,129,156.8627450980392,Rural
15647,177,0.284,42,129,623.2394366197184,Rural
15650,27671,74.64699999999999,42,129,370.69138746366235,Rural
15655,354,12.886,42,129,27.47167468570542,Rural
15656,10044,37.635,42,5,266.8792347548824,Rural
15658,8484,98.195,42,129,86.39951117674016,Rural
15660,344,0.522,42,129,659.0038314176245,Rural
15661,650,0.37,42,129,1756.7567567567569,Suburban
15662,173,0.16399999999999998,42,129,1054.878048780488,Suburban
15663,365,0.982,42,129,371.69042769857435,Rural
15665,1784,0.8640000000000001,42,129,2064.814814814815,Suburban
15666,16135,54.997,42,51,293.37963888939396,Rural
15668,13267,23.561999999999998,42,3,563.0676513029455,Rural
15670,3599,38.232,42,129,94.13580246913581,Rural
15671,597,3.193,42,129,186.97150015659255,Rural
15672,3579,11.61,42,129,308.2687338501292,Rural
15673,1311,0.54,42,5,2427.777777777778,Suburban
15675,1177,0.9259999999999999,42,129,1271.0583153347734,Suburban
15676,427,0.929,42,129,459.6340150699677,Rural
15677,469,19.646,42,129,23.872544029318945,Rural
15678,361,0.573,42,129,630.0174520069809,Rural
15679,2766,23.506,42,129,117.67208372330468,Rural
15680,147,0.012,42,129,12250.0,Urban
15681,4797,52.29,42,63,91.73838209982789,Rural
15683,8129,15.605,42,51,520.9227811598846,Rural
15684,562,5.022,42,129,111.90760653126245,Rural
15686,725,10.158,42,5,71.37231738531207,Rural
15687,1209,28.851,42,129,41.90495996672559,Rural
15688,1017,1.556,42,129,653.598971722365,Rural
15689,258,0.10099999999999999,42,129,2554.4554455445545,Suburban
15690,8597,24.405,42,5,352.26388035238676,Rural
15691,85,0.033,42,129,2575.7575757575755,Suburban
15692,1041,0.455,42,129,2287.912087912088,Suburban
15693,214,0.069,42,129,3101.4492753623185,Urban
15695,352,0.539,42,129,653.0612244897959,Rural
15696,360,0.131,42,129,2748.091603053435,Suburban
15697,2940,1.796,42,129,1636.9710467706013,Suburban
15698,685,1.511,42,129,453.3421575115818,Rural
15701,34705,115.29799999999999,42,63,301.0026192995542,Rural
15710,258,1.666,42,63,154.86194477791116,Rural
15711,466,1.249,42,65,373.0984787830264,Rural
15712,137,1.6230000000000002,42,63,84.41158348736906,Rural
15713,117,1.315,42,63,88.97338403041826,Rural
15714,5170,27.436,42,21,188.4385478932789,Rural
15715,542,0.6759999999999999,42,65,801.7751479289942,Rural
15716,793,0.8109999999999999,42,63,977.8051787916154,Rural
15717,10494,94.995,42,63,110.46897205116058,Rural
15721,201,1.926,42,33,104.3613707165109,Rural
15722,2334,20.418,42,21,114.31090214516604,Rural
15723,22,1.05,42,63,20.952380952380953,Rural
15724,2234,47.247,42,21,47.28342540267107,Rural
15725,1581,29.945,42,63,52.79679412255802,Rural
15727,177,1.37,42,63,129.1970802919708,Rural
15728,3580,42.8,42,63,83.64485981308412,Rural
15729,1450,19.022000000000002,42,63,76.22752602250026,Rural
15730,62,0.831,42,65,74.60890493381469,Rural
15731,494,0.23800000000000002,42,63,2075.63025210084,Suburban
15732,1737,29.471999999999998,42,5,58.93729641693812,Rural
15733,125,0.39799999999999996,42,65,314.070351758794,Rural
15734,296,1.433,42,63,206.559665038381,Rural
15736,753,3.2939999999999996,42,5,228.59744990892534,Rural
15737,107,0.177,42,21,604.5197740112994,Rural
15738,188,2.622,42,21,71.70099160945843,Rural
15739,403,0.636,42,63,633.6477987421383,Rural
15741,44,1.754,42,63,25.08551881413911,Rural
15742,1073,23.480999999999998,42,33,45.696520591116226,Rural
15744,189,4.441,42,65,42.5579824363882,Rural
15745,174,1.422,42,63,122.36286919831224,Rural
15746,133,1.531,42,63,86.87132593076421,Rural
15747,1894,30.565,42,63,61.96630132504498,Rural
15748,6816,74.205,42,63,91.85364867596523,Rural
15750,397,0.486,42,63,816.8724279835391,Rural
15752,20,0.045,42,63,444.44444444444446,Rural
15753,542,39.131,42,33,13.850911042396055,Rural
15754,578,0.43200000000000005,42,63,1337.9629629629628,Suburban
15756,248,0.8809999999999999,42,63,281.49829738933033,Rural
15757,1512,79.328,42,33,19.060104881000402,Rural
15759,3130,57.269,42,63,54.6543505212244,Rural
15760,97,1.575,42,21,61.58730158730159,Rural
15761,101,1.035,42,63,97.58454106280195,Rural
15762,993,13.365,42,21,74.29854096520764,Rural
15764,174,1.699,42,65,102.4131842260153,Rural
15765,1809,37.516,42,63,48.21942637807869,Rural
15767,14655,165.28599999999997,42,33,88.66449669058481,Rural
15770,241,4.09,42,65,58.924205378973106,Rural
15771,933,33.435,42,63,27.904890085240016,Rural
15772,1641,31.896,42,63,51.448457486832204,Rural
15773,493,3.804,42,21,129.60042060988434,Rural
15774,3105,53.656000000000006,42,5,57.86864469956761,Rural
15775,678,3.46,42,21,195.95375722543352,Rural
15776,62,2.175,42,65,28.505747126436784,Rural
15777,124,1.122,42,63,110.5169340463458,Rural
15778,180,0.909,42,65,198.01980198019803,Rural
15779,667,7.91,42,129,84.3236409608091,Rural
15780,171,1.2819999999999998,42,65,133.38533541341656,Rural
15781,87,1.048,42,65,83.01526717557252,Rural
15783,86,2.077,42,63,41.40587385652383,Rural
15784,55,0.33399999999999996,42,65,164.67065868263475,Rural
15801,19266,64.641,42,33,298.04613171207126,Rural
15821,156,35.522,42,47,4.391644614605034,Rural
15823,1481,36.842,42,47,40.1986862819608,Rural
15824,5119,73.02,42,33,70.10408107367844,Rural
15825,9151,160.366,42,65,57.06321788907873,Rural
15827,270,2.8789999999999996,42,47,93.78256339006602,Rural
15828,254,23.483,42,53,10.816335221223865,Rural
15829,1498,35.368,42,31,42.354670888939154,Rural
15832,297,108.448,42,23,2.7386397167305994,Rural
15834,4328,204.138,42,23,21.20134418873507,Rural
15840,2087,19.195,42,33,108.72623078926804,Rural
15841,267,4.18,42,47,63.875598086124405,Rural
15845,3094,31.035,42,47,99.69389399065571,Rural
15846,3673,92.721,42,47,39.61346404805815,Rural
15847,221,2.715,42,65,81.39963167587477,Rural
15848,1317,20.195999999999998,42,33,65.2109328579917,Rural
15849,1232,78.339,42,33,15.726521911180894,Rural
15851,6693,93.604,42,65,71.50335455749754,Rural
15853,6318,150.666,42,47,41.93381386643304,Rural
15856,895,36.342,42,33,24.627153156127896,Rural
15857,12905,100.156,42,47,128.8489955669156,Rural
15860,1084,124.25,42,31,8.724346076458753,Rural
15861,125,67.395,42,23,1.8547369982936421,Rural
15863,274,0.672,42,65,407.73809523809524,Rural
15864,1678,36.568000000000005,42,31,45.88711441697659,Rural
15865,1304,3.359,42,65,388.21077701696936,Rural
15866,203,1.24,42,33,163.70967741935485,Rural
15868,1365,94.65700000000001,42,47,14.420486598983697,Rural
15870,1246,127.596,42,47,9.765196401141102,Rural
15901,3507,1.4809999999999999,42,21,2367.9945982444297,Suburban
15902,11685,9.112,42,21,1282.3748902546092,Suburban
15904,15834,30.676,42,21,516.1689920458991,Rural
15905,20331,35.843,42,21,567.2237256926038,Rural
15906,11549,34.834,42,21,331.5438938967675,Rural
